nHM,piPC09,PCD,X2Av,MLOGP,ON1V,N-072,B02[C-N],F04[C-O],logBCF
3,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',2.33
4,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1.53
1,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(10-12.5]\'',1.88
1,'\'(1.8632-2.7948]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',0.73
3,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(0.096-1.124]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',-1.7
1,'\'(1.8632-2.7948]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.57
2,'\'(5.5896-6.5212]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(5-7.5]\'',2.49
0,'\'(8.3844-inf)\'','\'(4.72-5.31]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.38
4,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.52
1,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(2.152-3.18]\'','\'(2.213-2.924]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',2.61
1,'\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1.88
0,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(5-7.5]\'',1.02
2,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.63
2,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.58
2,'\'(5.5896-6.5212]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.79
2,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1.19
10,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(7.292-inf)\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',4.24
1,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.43
0,'\'(8.3844-inf)\'','\'(3.54-4.13]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.5
0,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.48
2,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(10-12.5]\'',2.84
5,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(0.304-0.518]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',2.12
1,'\'(-inf-0.9316]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.02
8,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',5.82
3,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(0.304-0.518]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',2.07
5,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(5-7.5]\'',3.78
0,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1.61
0,'\'(8.3844-inf)\'','\'(4.13-4.72]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.41
0,'\'(8.3844-inf)\'','\'(4.13-4.72]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.24
0,'\'(2.7948-3.7264]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.46
0,'\'(5.5896-6.5212]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',2.26
2,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(12.5-15]\'',2.04
8,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.58
0,'\'(5.5896-6.5212]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',0.46
1,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(12.5-15]\'',0.44
0,'\'(8.3844-inf)\'','\'(5.31-inf)\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',2.03
0,'\'(4.658-5.5896]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(10-12.5]\'',3.06
4,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',3.15
4,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(0.304-0.518]\'','\'(1.124-2.152]\'','\'(2.213-2.924]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',2.26
0,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1.38
1,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',4.14
1,'\'(-inf-0.9316]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(-0.932-0.096]\'','\'(0.791-1.502]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(2.5-5]\'',0.3
1,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.924-3.635]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(5-7.5]\'',0.38
12,'\'(5.5896-6.5212]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',4.31
5,'\'(6.5212-7.4528]\'','\'(3.54-4.13]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(12.5-15]\'',1.9
4,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',4.39
0,'\'(0.9316-1.8632]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(0.096-1.124]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.73
2,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1.98
3,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1.89
4,'\'(0.9316-1.8632]\'','\'(-inf-0.59]\'','\'(0.518-0.732]\'','\'(0.096-1.124]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',0.52
4,'\'(0.9316-1.8632]\'','\'(-inf-0.59]\'','\'(0.518-0.732]\'','\'(0.096-1.124]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',0
0,'\'(7.4528-8.3844]\'','\'(3.54-4.13]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(10-12.5]\'',1.63
1,'\'(5.5896-6.5212]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(10-12.5]\'',1.32
0,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1.16
2,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(12.5-15]\'',2.12
0,'\'(7.4528-8.3844]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.48
0,'\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.26
4,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',2.56
0,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1.16
4,'\'(-inf-0.9316]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',2.22
3,'\'(4.658-5.5896]\'','\'(0.59-1.18]\'','\'(0.304-0.518]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',1.8
0,'\'(5.5896-6.5212]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(10-12.5]\'',2.62
2,'\'(4.658-5.5896]\'','\'(0.59-1.18]\'','\'(0.304-0.518]\'','\'(2.152-3.18]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(10-12.5]\'',0.97
0,'\'(7.4528-8.3844]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',2.25
1,'\'(5.5896-6.5212]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',2.16
0,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1.2
0,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',0.82
2,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.56
3,'\'(5.5896-6.5212]\'','\'(1.18-1.77]\'','\'(0.304-0.518]\'','\'(1.124-2.152]\'','\'(2.213-2.924]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',2.27
1,'\'(2.7948-3.7264]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',2.22
0,'\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(0.9-1.2]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',0.35
6,'\'(3.7264-4.658]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',0
3,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',2.07
0,'\'(3.7264-4.658]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',-0.3
1,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.45
4,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',4.14
2,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',2.25
5,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(5-7.5]\'',3.1
0,'\'(1.8632-2.7948]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(4.208-5.236]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.95
1,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(3.635-4.346]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(17.5-20]\'',2.73
2,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1.89
4,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.518-0.732]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.68
4,'\'(0.9316-1.8632]\'','\'(-inf-0.59]\'','\'(0.518-0.732]\'','\'(1.124-2.152]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',2.48
3,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.518-0.732]\'','\'(0.096-1.124]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',0.45
1,'\'(1.8632-2.7948]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(4.208-5.236]\'','\'(3.635-4.346]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(7.5-10]\'',0.62
5,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3.58
5,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',0.93
2,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(-0.932-0.096]\'','\'(0.791-1.502]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',-1.52
4,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3.48
6,'\'(5.5896-6.5212]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.82
1,'\'(1.8632-2.7948]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(5-7.5]\'',0.6
5,'\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',4.38
0,'\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.42
2,'\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',2.16
4,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.17
4,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',4.56
4,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',5.08
4,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',4.35
5,'\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',4.28
1,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',2.6
8,'\'(7.4528-8.3844]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3.12
6,'\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',5.97
2,'\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',0.42
2,'\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',0.95
2,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1.27
0,'\'(5.5896-6.5212]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',3.26
0,'\'(5.5896-6.5212]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(6.479-inf)\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(22.5-inf)\'',0.6
4,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',4.39
4,'\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',4.71
2,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1.8
1,'\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(-0.932-0.096]\'','\'(0.791-1.502]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(5-7.5]\'',-0.12
4,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3.76
2,'\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1.43
0,'\'(1.8632-2.7948]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3.12
0,'\'(2.7948-3.7264]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2.65
2,'\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(0.304-0.518]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1.89
0,'\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',3.29
