quarter,stock,date,open,high,low,close,volume,percent_change_price,percent_change_volume_over_last_wk,previous_weeks_volume,next_weeks_open,next_weeks_close,percent_change_next_weeks_price,days_to_next_dividend,percent_return_next_dividend
'\'(1.9-inf)\'',BA,6/10/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.577796
'\'(1.9-inf)\'',BA,6/17/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.566343
'\'(1.9-inf)\'',BA,6/24/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(2.290691-4.821204]\'','\'(33.6-67.2]\'',0.589391
'\'(1.9-inf)\'',BAC,4/1/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(442834787.4-587206766.2]\'','\'(-2.770335--0.239822]\'','\'(-inf--22.548965]\'','\'(587206766.2-731578745]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.074794
'\'(1.9-inf)\'',BAC,4/8/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(442834787.4-587206766.2]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(442834787.4-587206766.2]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.074184
'\'(1.9-inf)\'',BAC,4/15/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(587206766.2-731578745]\'','\'(-5.300848--2.770335]\'','\'(16.335245-55.219454]\'','\'(442834787.4-587206766.2]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.078003
'\'(1.9-inf)\'',BAC,4/21/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(587206766.2-731578745]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(587206766.2-731578745]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.081235
'\'(1.9-inf)\'',BAC,4/29/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(442834787.4-587206766.2]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(587206766.2-731578745]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.081433
'\'(1.9-inf)\'',BAC,5/6/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(442834787.4-587206766.2]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(442834787.4-587206766.2]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(-inf-33.6]\'',0.081235
'\'(1.9-inf)\'',BAC,5/13/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(587206766.2-731578745]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(442834787.4-587206766.2]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.083822
'\'(1.9-inf)\'',BAC,5/20/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(587206766.2-731578745]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(587206766.2-731578745]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.086356
'\'(1.9-inf)\'',BAC,5/27/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(442834787.4-587206766.2]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(587206766.2-731578745]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(-inf-33.6]\'',0.085543
'\'(1.9-inf)\'',BAC,6/3/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(587206766.2-731578745]\'','\'(-5.300848--2.770335]\'','\'(16.335245-55.219454]\'','\'(442834787.4-587206766.2]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(67.2-100.8]\'',0.088652
'\'(1.9-inf)\'',BAC,6/10/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(731578745-875950723.8]\'','\'(-5.300848--2.770335]\'','\'(16.335245-55.219454]\'','\'(587206766.2-731578745]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.092593
'\'(1.9-inf)\'',BAC,6/17/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(875950723.8-1020322702.6]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(731578745-875950723.8]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.093633
'\'(1.9-inf)\'',BAC,6/24/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(587206766.2-731578745]\'','\'(-2.770335--0.239822]\'','\'(-inf--22.548965]\'','\'(875950723.8-1020322702.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(4.821204-7.351717]\'','\'(67.2-100.8]\'',0.095057
'\'(1.9-inf)\'',CAT,4/1/2011,'\'(107.502-123.654]\'','\'(108.5-124.76]\'','\'(104.852-120.594]\'','\'(106.556-122.562]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(107.474-123.633]\'','\'(108.932-125.334]\'','\'(-5.300848--2.770335]\'','\'(-inf-33.6]\'',0.388967
'\'(1.9-inf)\'',CAT,4/8/2011,'\'(107.502-123.654]\'','\'(108.5-124.76]\'','\'(104.852-120.594]\'','\'(106.556-122.562]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(107.474-123.633]\'','\'(92.53-108.932]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.400656
'\'(1.9-inf)\'',CAT,4/15/2011,'\'(107.502-123.654]\'','\'(108.5-124.76]\'','\'(104.852-120.594]\'','\'(106.556-122.562]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(108.932-125.334]\'','\'(2.290691-4.821204]\'','\'(-inf-33.6]\'',0.410409
'\'(1.9-inf)\'',CAT,4/21/2011,'\'(91.35-107.502]\'','\'(108.5-124.76]\'','\'(89.11-104.852]\'','\'(106.556-122.562]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(107.474-123.633]\'','\'(108.932-125.334]\'','\'(4.821204-7.351717]\'','\'(67.2-100.8]\'',0.420398
'\'(1.9-inf)\'',CAT,4/29/2011,'\'(107.502-123.654]\'','\'(108.5-124.76]\'','\'(104.852-120.594]\'','\'(106.556-122.562]\'','\'(-inf-154090829.8]\'','\'(4.821204-7.351717]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(107.474-123.633]\'','\'(108.932-125.334]\'','\'(-5.300848--2.770335]\'','\'(67.2-100.8]\'',0.398579
'\'(1.9-inf)\'',CAT,5/6/2011,'\'(107.502-123.654]\'','\'(108.5-124.76]\'','\'(104.852-120.594]\'','\'(106.556-122.562]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(107.474-123.633]\'','\'(92.53-108.932]\'','\'(-5.300848--2.770335]\'','\'(67.2-100.8]\'',0.416893
'\'(1.9-inf)\'',CAT,5/13/2011,'\'(107.502-123.654]\'','\'(108.5-124.76]\'','\'(104.852-120.594]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.432615
'\'(1.9-inf)\'',CAT,5/20/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(2.290691-4.821204]\'','\'(33.6-67.2]\'',0.440909
'\'(1.9-inf)\'',CAT,5/27/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.439771
'\'(1.9-inf)\'',CAT,6/3/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.454995
'\'(1.9-inf)\'',CAT,6/10/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.475256
'\'(1.9-inf)\'',CAT,6/17/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(2.290691-4.821204]\'','\'(-inf-33.6]\'',0.479416
'\'(1.9-inf)\'',CAT,6/24/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(7.351717-inf)\'','\'(-inf-33.6]\'',0.459954
'\'(1.9-inf)\'',CSCO,4/1/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(2.290691-4.821204]\'','\'(67.2-100.8]\'',0.352113
'\'(1.9-inf)\'',CSCO,4/8/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(442834787.4-587206766.2]\'','\'(2.290691-4.821204]\'','\'(55.219454-94.103664]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(67.2-100.8]\'',0.339943
'\'(1.9-inf)\'',CSCO,4/15/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-5.300848--2.770335]\'','\'(-inf--22.548965]\'','\'(442834787.4-587206766.2]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.352319
'\'(1.9-inf)\'',CSCO,4/21/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(2.290691-4.821204]\'','\'(67.2-100.8]\'',0.354191
'\'(1.9-inf)\'',CSCO,4/29/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(2.290691-4.821204]\'','\'(55.219454-94.103664]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.342466
'\'(1.9-inf)\'',CSCO,5/6/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.341686
'\'(1.9-inf)\'',CSCO,5/13/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(442834787.4-587206766.2]\'','\'(-5.300848--2.770335]\'','\'(94.103664-132.987874]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.35545
'\'(1.9-inf)\'',CSCO,5/20/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-2.770335--0.239822]\'','\'(-inf--22.548965]\'','\'(442834787.4-587206766.2]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.362976
'\'(1.9-inf)\'',CSCO,5/27/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.36452
'\'(1.9-inf)\'',CSCO,6/3/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-7.831361--5.300848]\'','\'(-inf-33.6]\'',0.374766
'\'(1.9-inf)\'',CSCO,6/10/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-7.831361--5.300848]\'','\'(55.219454-94.103664]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.396825
'\'(1.9-inf)\'',CSCO,6/17/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.400802
'\'(1.9-inf)\'',CSCO,6/24/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(4.821204-7.351717]\'','\'(-inf-33.6]\'',0.401875
'\'(1.9-inf)\'',CVX,4/1/2011,'\'(91.35-107.502]\'','\'(108.5-124.76]\'','\'(104.852-120.594]\'','\'(106.556-122.562]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(107.474-123.633]\'','\'(108.932-125.334]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.673929
'\'(1.9-inf)\'',CVX,4/8/2011,'\'(107.502-123.654]\'','\'(108.5-124.76]\'','\'(104.852-120.594]\'','\'(106.556-122.562]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(107.474-123.633]\'','\'(92.53-108.932]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.665694
'\'(1.9-inf)\'',CVX,4/15/2011,'\'(107.502-123.654]\'','\'(108.5-124.76]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(2.290691-4.821204]\'','\'(-inf-33.6]\'',0.687124
'\'(1.9-inf)\'',CVX,4/21/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(106.556-122.562]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(108.932-125.334]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.675113
'\'(1.9-inf)\'',CVX,4/29/2011,'\'(91.35-107.502]\'','\'(108.5-124.76]\'','\'(104.852-120.594]\'','\'(106.556-122.562]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(107.474-123.633]\'','\'(92.53-108.932]\'','\'(-7.831361--5.300848]\'','\'(-inf-33.6]\'',0.667032
'\'(1.9-inf)\'',CVX,5/6/2011,'\'(107.502-123.654]\'','\'(108.5-124.76]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-7.831361--5.300848]\'','\'(55.219454-94.103664]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.709565
'\'(1.9-inf)\'',CVX,5/13/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.71296
'\'(1.9-inf)\'',CVX,5/20/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.711709
'\'(1.9-inf)\'',CVX,5/27/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-5.300848--2.770335]\'','\'(67.2-100.8]\'',0.707296
'\'(1.9-inf)\'',CVX,6/3/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.722772
'\'(1.9-inf)\'',CVX,6/10/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.732417
'\'(1.9-inf)\'',CVX,6/17/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.73611
'\'(1.9-inf)\'',CVX,6/24/2011,'\'(91.35-107.502]\'','\'(92.24-108.5]\'','\'(89.11-104.852]\'','\'(90.55-106.556]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(91.315-107.474]\'','\'(92.53-108.932]\'','\'(4.821204-7.351717]\'','\'(33.6-67.2]\'',0.745659
'\'(1.9-inf)\'',DD,4/1/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.742888
'\'(1.9-inf)\'',DD,4/8/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.740072
'\'(1.9-inf)\'',DD,4/15/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(2.290691-4.821204]\'','\'(-inf-33.6]\'',0.746948
'\'(1.9-inf)\'',DD,4/21/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.733321
'\'(1.9-inf)\'',DD,4/29/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(55.219454-94.103664]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-5.300848--2.770335]\'','\'(-inf-33.6]\'',0.721958
'\'(1.9-inf)\'',DD,5/6/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-5.300848--2.770335]\'','\'(-inf-33.6]\'',0.750503
'\'(1.9-inf)\'',DD,5/13/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.774901
'\'(1.9-inf)\'',DD,5/20/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.777399
'\'(1.9-inf)\'',DD,5/27/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-7.831361--5.300848]\'','\'(67.2-100.8]\'',0.780061
'\'(1.9-inf)\'',DD,6/3/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-7.831361--5.300848]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.815271
