date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2/1/2015,Quarter1,'finishing ',Sunday,'\'(3.2-4.3]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(10.7-19.4]\'',0.845069
2/1/2015,Quarter1,sweing,Sunday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(28.73-33.896]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750593
2/1/2015,Quarter1,sweing,Sunday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.750451
2/1/2015,Quarter1,'finishing ',Sunday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.702667
2/1/2015,Quarter1,sweing,Sunday,'\'(10.9-inf)\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(45.5-54.2]\'',0.700509
2/1/2015,Quarter1,sweing,Sunday,'\'(5.4-6.5]\'','\'(0.581-0.654]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.651007
2/1/2015,Quarter1,sweing,Sunday,'\'(7.6-8.7]\'','\'(0.581-0.654]\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.466821
2/1/2015,Quarter1,sweing,Sunday,'\'(6.5-7.6]\'','\'(0.654-0.727]\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.411554
2/1/2015,Quarter1,'finishing ',Sunday,'\'(5.4-6.5]\'','\'(0.581-0.654]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.314167
2/2/2015,Quarter1,sweing,Monday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(16187.5-18499]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',1.000602
2/2/2015,Quarter1,'finishing ',Monday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.994271
2/2/2015,Quarter1,sweing,Monday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(20810.5-inf)\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.900158
2/2/2015,Quarter1,sweing,Monday,'\'(2.1-3.2]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(20810.5-inf)\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.900142
2/2/2015,Quarter1,sweing,Monday,'\'(9.8-10.9]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(20810.5-inf)\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.90013
2/2/2015,Quarter1,'finishing ',Monday,'\'(9.8-10.9]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.85695
2/2/2015,Quarter1,'finishing ',Monday,'\'(3.2-4.3]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(10.7-19.4]\'',0.809236
2/2/2015,Quarter1,sweing,Monday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(13.232-18.398]\'','\'(11564.5-13876]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.800402
2/2/2015,Quarter1,sweing,Monday,'\'(3.2-4.3]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(20810.5-inf)\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800393
2/2/2015,Quarter1,sweing,Monday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(28.73-33.896]\'','\'(6941.5-9253]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.799963
2/2/2015,Quarter1,'finishing ',Monday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.740444
2/2/2015,Quarter1,sweing,Monday,'\'(10.9-inf)\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(9253-11564.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(45.5-54.2]\'',0.700398
2/2/2015,Quarter1,sweing,Monday,'\'(5.4-6.5]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(2318.5-4630]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.700355
2/2/2015,Quarter1,'finishing ',Monday,'\'(7.6-8.7]\'','\'(0.581-0.654]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.561979
2/2/2015,Quarter1,'finishing ',Monday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(10.7-19.4]\'',0.504596
2/2/2015,Quarter1,sweing,Monday,'\'(4.3-5.4]\'','\'(0.435-0.508]\'','\'(28.73-33.896]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.500802
2/2/2015,Quarter1,sweing,Monday,'\'(6.5-7.6]\'','\'(0.654-0.727]\'','\'(23.564-28.73]\'','\'(2318.5-4630]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.295308
2/2/2015,Quarter1,'finishing ',Monday,'\'(5.4-6.5]\'','\'(0.581-0.654]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.280333
2/2/2015,Quarter1,sweing,Monday,'\'(7.6-8.7]\'','\'(0.581-0.654]\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.260979
2/3/2015,Quarter1,'finishing ',Tuesday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(19.4-28.1]\'',1.001417
2/3/2015,Quarter1,sweing,Tuesday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',1.000019
2/3/2015,Quarter1,sweing,Tuesday,'\'(9.8-10.9]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.999995
2/3/2015,Quarter1,'finishing ',Tuesday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.99485
2/3/2015,Quarter1,'finishing ',Tuesday,'\'(7.6-8.7]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.976979
2/3/2015,Quarter1,sweing,Tuesday,'\'(2.1-3.2]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.950186
2/3/2015,Quarter1,sweing,Tuesday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.949982
2/3/2015,Quarter1,'finishing ',Tuesday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(10.7-19.4]\'',0.919955
2/3/2015,Quarter1,sweing,Tuesday,'\'(3.2-4.3]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800435
2/3/2015,Quarter1,sweing,Tuesday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.800259
2/3/2015,Quarter1,'finishing ',Tuesday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.778222
2/3/2015,Quarter1,sweing,Tuesday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(28.73-33.896]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750593
2/3/2015,Quarter1,sweing,Tuesday,'\'(10.9-inf)\'','\'(0.654-0.727]\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(45.5-54.2]\'',0.700514
2/3/2015,Quarter1,sweing,Tuesday,'\'(5.4-6.5]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.700185
2/3/2015,Quarter1,sweing,Tuesday,'\'(7.6-8.7]\'','\'(0.654-0.727]\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.586465
2/3/2015,Quarter1,sweing,Tuesday,'\'(6.5-7.6]\'','\'(0.654-0.727]\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.541518
2/3/2015,Quarter1,'finishing ',Tuesday,'\'(3.2-4.3]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(10.7-19.4]\'',0.5375
2/3/2015,Quarter1,'finishing ',Tuesday,'\'(5.4-6.5]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.495417
2/3/2015,Quarter1,sweing,Tuesday,'\'(4.3-5.4]\'','\'(0.581-0.654]\'','\'(28.73-33.896]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.415172
2/4/2015,Quarter1,sweing,Wednesday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',1.050281
2/4/2015,Quarter1,sweing,Wednesday,'\'(2.1-3.2]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',1.00023
2/4/2015,Quarter1,sweing,Wednesday,'\'(9.8-10.9]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.999995
2/4/2015,Quarter1,finishing,Wednesday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(10.7-19.4]\'',0.966759
2/4/2015,Quarter1,finishing,Wednesday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.929183
2/4/2015,Quarter1,finishing,Wednesday,'\'(7.6-8.7]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(19.4-28.1]\'',0.915767
2/4/2015,Quarter1,sweing,Wednesday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.900147
2/4/2015,Quarter1,sweing,Wednesday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.800402
2/4/2015,Quarter1,sweing,Wednesday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.799963
2/4/2015,Quarter1,finishing,Wednesday,'\'(6.5-7.6]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.779792
2/4/2015,Quarter1,finishing,Wednesday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.755167
2/4/2015,Quarter1,sweing,Wednesday,'\'(5.4-6.5]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.70071
2/4/2015,Quarter1,sweing,Wednesday,'\'(6.5-7.6]\'','\'(0.654-0.727]\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.700612
2/4/2015,Quarter1,sweing,Wednesday,'\'(10.9-inf)\'','\'(0.654-0.727]\'','\'(8.066-13.232]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(45.5-54.2]\'',0.700279
2/4/2015,Quarter1,sweing,Wednesday,'\'(7.6-8.7]\'','\'(0.654-0.727]\'','\'(28.73-33.896]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.700135
2/4/2015,Quarter1,'finishing ',Wednesday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.687556
2/4/2015,Quarter1,sweing,Wednesday,'\'(4.3-5.4]\'','\'(0.581-0.654]\'','\'(28.73-33.896]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(60-90]\'','\'(9-13.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.650835
2/4/2015,Quarter1,finishing,Wednesday,'\'(5.4-6.5]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.531667
2/4/2015,Quarter1,sweing,Wednesday,'\'(3.2-4.3]\'','\'(0.289-0.362]\'','\'(28.73-33.896]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(120-150]\'','\'(13.5-18]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.350706
2/5/2015,Quarter1,sweing,Thursday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',1.000446
2/5/2015,Quarter1,sweing,Thursday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',1.000019
2/5/2015,Quarter1,sweing,Thursday,'\'(9.8-10.9]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.999995
2/5/2015,Quarter1,finishing,Thursday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(19.4-28.1]\'',0.999924
2/5/2015,Quarter1,sweing,Thursday,'\'(2.1-3.2]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.950186
2/5/2015,Quarter1,finishing,Thursday,'\'(5.4-6.5]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.9425
2/5/2015,Quarter1,finishing,Thursday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.906667
2/5/2015,Quarter1,finishing,Thursday,'\'(6.5-7.6]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.8471
2/5/2015,Quarter1,finishing,Thursday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(10.7-19.4]\'',0.845458
2/5/2015,Quarter1,sweing,Thursday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.800613
2/5/2015,Quarter1,sweing,Thursday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(28.73-33.896]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.799963
2/5/2015,Quarter1,finishing,Thursday,'\'(9.8-10.9]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.771583
2/5/2015,Quarter1,sweing,Thursday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(8.066-13.232]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(19.4-28.1]\'',0.7504
2/5/2015,Quarter1,sweing,Thursday,'\'(5.4-6.5]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.700079
2/5/2015,Quarter1,sweing,Thursday,'\'(4.3-5.4]\'','\'(0.654-0.727]\'','\'(28.73-33.896]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.562213
2/5/2015,Quarter1,sweing,Thursday,'\'(6.5-7.6]\'','\'(-inf-0.143]\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.522845
2/5/2015,Quarter1,sweing,Thursday,'\'(3.2-4.3]\'','\'(0.435-0.508]\'','\'(28.73-33.896]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(0.8-1]\'','\'(45.5-54.2]\'',0.50072
2/5/2015,Quarter1,sweing,Thursday,'\'(7.6-8.7]\'','\'(0.654-0.727]\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.49655
2/7/2015,Quarter1,finishing,Saturday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(19.4-28.1]\'',1.050667
