school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,'\'(-inf-15.7]\'',R,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',other,other,home,father,'\'(3.7-inf)\'','\'(3.7-inf)\'','\'(-inf-0.3]\'',no,yes,yes,yes,yes,yes,yes,yes,'\'(-inf-1.4]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(-inf-1.4]\'','\'(-inf-7.5]\'','\'(9.4-11]\'','\'(11.4-13.3]\'',13
GP,F,'\'(15.7-16.4]\'',U,LE3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',health,health,other,mother,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,yes,yes,yes,yes,yes,yes,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(-inf-7.5]\'','\'(12.6-14.2]\'','\'(13.3-15.2]\'',16
GP,M,'\'(-inf-15.7]\'',U,LE3,A,'\'(3.6-inf)\'','\'(3.6-inf)\'',teacher,teacher,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(4.6-inf)\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(-inf-7.5]\'','\'(17.4-inf)\'','\'(17.1-inf)\'',19
GP,F,'\'(15.7-16.4]\'',R,GT3,T,'\'(2.8-3.2]\'','\'(2.8-3.2]\'',services,other,reputation,father,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(0.9-1.2]\'',yes,yes,no,yes,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(-inf-7.5]\'','\'(6.2-7.8]\'','\'(9.5-11.4]\'',10
GP,F,'\'(15.7-16.4]\'',U,GT3,T,'\'(1.6-2]\'','\'(1.6-2]\'',at_home,other,home,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(0.9-1.2]\'',yes,no,no,yes,yes,yes,yes,no,'\'(2.6-3]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(9.4-11]\'','\'(11.4-13.3]\'',13
GP,M,'\'(-inf-15.7]\'',U,LE3,T,'\'(3.6-inf)\'','\'(1.6-2]\'',teacher,other,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,no,yes,yes,yes,no,'\'(2.6-3]\'','\'(4.6-inf)\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(7.5-15]\'','\'(17.4-inf)\'','\'(17.1-inf)\'',19
GP,M,'\'(-inf-15.7]\'',R,GT3,T,'\'(1.6-2]\'','\'(0.8-1.2]\'',health,services,reputation,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,yes,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(7.5-15]\'','\'(7.8-9.4]\'','\'(7.6-9.5]\'',9
GP,M,'\'(15.7-16.4]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',teacher,teacher,course,father,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(14.2-15.8]\'','\'(13.3-15.2]\'',16
GP,M,'\'(-inf-15.7]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',other,teacher,reputation,father,'\'(1.9-2.2]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,no,no,'\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(-inf-7.5]\'','\'(9.4-11]\'','\'(11.4-13.3]\'',14
GP,M,'\'(15.7-16.4]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(2.8-3.2]\'',other,services,home,father,'\'(1.9-2.2]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(12.6-14.2]\'','\'(13.3-15.2]\'',13
GP,M,'\'(16.4-17.1]\'',R,GT3,T,'\'(0.8-1.2]\'','\'(2.8-3.2]\'',other,other,course,father,'\'(2.8-3.1]\'','\'(1.9-2.2]\'','\'(0.9-1.2]\'',no,yes,no,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(1.8-2.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(15-22.5]\'','\'(7.8-9.4]\'','\'(5.7-7.6]\'',8
GP,M,'\'(-inf-15.7]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(3.6-inf)\'',other,other,reputation,father,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,no,yes,yes,yes,no,'\'(2.6-3]\'','\'(3.8-4.2]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(3.8-4.2]\'','\'(-inf-7.5]\'','\'(12.6-14.2]\'','\'(11.4-13.3]\'',13
GP,F,'\'(-inf-15.7]\'',U,GT3,T,'\'(0.8-1.2]\'','\'(1.6-2]\'',at_home,services,course,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,no,no,no,no,yes,yes,no,'\'(2.6-3]\'','\'(1.8-2.2]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-7.5]\'','\'(15.8-17.4]\'','\'(13.3-15.2]\'',15
GP,M,'\'(-inf-15.7]\'',U,GT3,T,'\'(1.6-2]\'','\'(1.6-2]\'',services,services,home,father,'\'(-inf-1.3]\'','\'(3.7-inf)\'','\'(-inf-0.3]\'',no,yes,yes,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(15.8-17.4]\'','\'(13.3-15.2]\'',15
GP,F,'\'(15.7-16.4]\'',U,LE3,T,'\'(1.6-2]\'','\'(3.6-inf)\'',other,health,course,father,'\'(1.9-2.2]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,yes,yes,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(12.6-14.2]\'','\'(11.4-13.3]\'',13
GP,M,'\'(15.7-16.4]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',health,other,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,no,'\'(2.6-3]\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(15-22.5]\'','\'(12.6-14.2]\'','\'(9.5-11.4]\'',13
GP,F,'\'(15.7-16.4]\'',U,GT3,T,'\'(1.6-2]\'','\'(1.6-2]\'',other,other,home,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,no,yes,no,yes,yes,yes,yes,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(7.8-9.4]\'','\'(5.7-7.6]\'',8
GP,M,'\'(-inf-15.7]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(3.6-inf)\'',services,services,home,father,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',yes,no,no,no,yes,yes,yes,no,'\'(4.6-inf)\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(12.6-14.2]\'','\'(11.4-13.3]\'',12
GP,F,'\'(-inf-15.7]\'',U,LE3,A,'\'(2.8-3.2]\'','\'(3.6-inf)\'',other,other,home,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',yes,no,no,yes,yes,yes,yes,yes,'\'(4.6-inf)\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(-inf-7.5]\'','\'(6.2-7.8]\'','\'(9.5-11.4]\'',11
GP,F,'\'(18.5-19.2]\'',U,GT3,T,'\'(-inf-0.4]\'','\'(0.8-1.2]\'',at_home,other,course,other,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(2.7-inf)\'',no,yes,no,no,no,no,no,no,'\'(2.6-3]\'','\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(6.2-7.8]\'','\'(7.6-9.5]\'',9
GP,M,'\'(17.8-18.5]\'',R,GT3,T,'\'(1.6-2]\'','\'(1.6-2]\'',services,other,reputation,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(1.8-2.1]\'',no,yes,no,yes,yes,yes,yes,no,'\'(2.6-3]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(3.8-4.2]\'','\'(-inf-7.5]\'','\'(6.2-7.8]\'','\'(3.8-5.7]\'',0
GP,M,'\'(15.7-16.4]\'',R,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',teacher,teacher,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,yes,yes,yes,yes,yes,no,'\'(2.6-3]\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(7.5-15]\'','\'(17.4-inf)\'','\'(17.1-inf)\'',18
GP,F,'\'(-inf-15.7]\'',R,GT3,T,'\'(2.8-3.2]\'','\'(3.6-inf)\'',services,teacher,course,father,'\'(1.9-2.2]\'','\'(2.8-3.1]\'','\'(1.8-2.1]\'',no,yes,no,no,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(11-12.6]\'','\'(-inf-1.9]\'',0
GP,F,'\'(-inf-15.7]\'',U,GT3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',at_home,other,course,mother,'\'(2.8-3.1]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,yes,no,yes,no,yes,yes,yes,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(3.8-4.2]\'','\'(-inf-7.5]\'','\'(7.8-9.4]\'','\'(-inf-1.9]\'',0
GP,F,'\'(16.4-17.1]\'',U,LE3,T,'\'(1.6-2]\'','\'(1.6-2]\'',other,other,course,father,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,yes,'\'(2.6-3]\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(7.5-15]\'','\'(9.4-11]\'','\'(11.4-13.3]\'',12
GP,F,'\'(15.7-16.4]\'',U,GT3,A,'\'(2.8-3.2]\'','\'(3.6-inf)\'',services,other,course,father,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,no,yes,yes,yes,no,'\'(2.6-3]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(15-22.5]\'','\'(11-12.6]\'','\'(9.5-11.4]\'',11
GP,M,'\'(-inf-15.7]\'',R,GT3,T,'\'(2.8-3.2]\'','\'(3.6-inf)\'',at_home,teacher,course,mother,'\'(3.7-inf)\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,no,yes,'\'(4.6-inf)\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(7.8-9.4]\'','\'(-inf-1.9]\'',0
GP,F,'\'(-inf-15.7]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',services,at_home,course,mother,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(9.4-11]\'','\'(-inf-1.9]\'',0
GP,M,'\'(16.4-17.1]\'',R,GT3,T,'\'(2.8-3.2]\'','\'(3.6-inf)\'',at_home,other,course,mother,'\'(2.8-3.1]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,no,no,no,yes,yes,no,no,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(1.8-2.2]\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(9.4-11]\'','\'(-inf-1.9]\'',0
GP,F,'\'(15.7-16.4]\'',U,GT3,A,'\'(2.8-3.2]\'','\'(2.8-3.2]\'',other,other,course,other,'\'(1.9-2.2]\'','\'(-inf-1.3]\'','\'(1.8-2.1]\'',no,yes,no,yes,no,yes,yes,yes,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(-inf-4.6]\'','\'(-inf-1.9]\'',0
GP,M,'\'(15.7-16.4]\'',U,LE3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',services,other,course,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(0.9-1.2]\'',no,no,no,no,yes,yes,no,yes,'\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(12.6-14.2]\'','\'(11.4-13.3]\'',12
GP,F,'\'(-inf-15.7]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',teacher,teacher,course,mother,'\'(1.9-2.2]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(15.8-17.4]\'','\'(15.2-17.1]\'',15
GP,M,'\'(-inf-15.7]\'',U,GT3,T,'\'(3.6-inf)\'','\'(2.8-3.2]\'',teacher,services,course,father,'\'(1.9-2.2]\'','\'(3.7-inf)\'','\'(-inf-0.3]\'',yes,yes,no,no,yes,yes,yes,no,'\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(-inf-7.5]\'','\'(6.2-7.8]\'','\'(7.6-9.5]\'',0
GP,M,'\'(15.7-16.4]\'',U,LE3,T,'\'(1.6-2]\'','\'(1.6-2]\'',services,services,reputation,father,'\'(1.9-2.2]\'','\'(-inf-1.3]\'','\'(1.8-2.1]\'',no,yes,no,yes,yes,yes,yes,no,'\'(1.8-2.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(7.5-15]\'','\'(7.8-9.4]\'','\'(7.6-9.5]\'',9
GP,F,'\'(-inf-15.7]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',teacher,services,course,mother,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,yes,yes,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(7.8-9.4]\'','\'(9.5-11.4]\'',11
GP,F,'\'(15.7-16.4]\'',U,LE3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',at_home,at_home,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,no,yes,yes,yes,no,'\'(2.6-3]\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-7.5]\'','\'(12.6-14.2]\'','\'(13.3-15.2]\'',13
GP,M,'\'(16.4-17.1]\'',U,GT3,T,'\'(1.6-2]\'','\'(0.8-1.2]\'',other,other,home,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(2.7-inf)\'',no,yes,no,no,yes,yes,yes,no,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(4.6-6.2]\'','\'(-inf-1.9]\'',0
GP,F,'\'(-inf-15.7]\'',U,GT3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',other,services,course,father,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,yes,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(7.8-9.4]\'','\'(9.5-11.4]\'',11
GP,F,'\'(-inf-15.7]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(1.6-2]\'',health,services,home,father,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(2.7-inf)\'',no,yes,no,no,yes,yes,yes,no,'\'(2.6-3]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(-inf-7.5]\'','\'(4.6-6.2]\'','\'(5.7-7.6]\'',0
GP,F,'\'(-inf-15.7]\'',U,GT3,T,'\'(0.8-1.2]\'','\'(1.6-2]\'',at_home,other,course,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,yes,no,no,yes,yes,no,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(9.4-11]\'','\'(9.5-11.4]\'',11
GP,M,'\'(15.7-16.4]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',teacher,teacher,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,no,yes,yes,'\'(2.6-3]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(6.2-7.8]\'','\'(5.7-7.6]\'',0
GP,M,'\'(-inf-15.7]\'',U,LE3,A,'\'(1.6-2]\'','\'(0.8-1.2]\'',services,other,course,mother,'\'(3.7-inf)\'','\'(-inf-1.3]\'','\'(2.7-inf)\'',no,no,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(7.8-9.4]\'','\'(7.6-9.5]\'',10
GP,M,'\'(17.8-18.5]\'',U,LE3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',other,other,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(2.7-inf)\'',no,no,no,no,yes,no,yes,yes,'\'(1.8-2.2]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(-inf-7.5]\'','\'(4.6-6.2]\'','\'(3.8-5.7]\'',0
GP,M,'\'(15.7-16.4]\'',U,LE3,T,'\'(1.6-2]\'','\'(0.8-1.2]\'',at_home,other,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(0.9-1.2]\'',no,no,no,yes,yes,yes,no,yes,'\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(11-12.6]\'','\'(11.4-13.3]\'',14
GP,F,'\'(-inf-15.7]\'',R,GT3,T,'\'(2.8-3.2]\'','\'(2.8-3.2]\'',services,services,reputation,other,'\'(1.9-2.2]\'','\'(2.8-3.1]\'','\'(1.8-2.1]\'',no,yes,yes,yes,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(7.5-15]\'','\'(9.4-11]\'','\'(9.5-11.4]\'',10
GP,M,'\'(18.5-19.2]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(1.6-2]\'',services,at_home,home,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(2.7-inf)\'',no,yes,no,no,yes,no,yes,yes,'\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(-inf-7.5]\'','\'(4.6-6.2]\'','\'(-inf-1.9]\'',0
GP,F,'\'(16.4-17.1]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',other,teacher,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',yes,yes,no,no,yes,yes,no,yes,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(-inf-7.5]\'','\'(9.4-11]\'','\'(9.5-11.4]\'',12
GP,M,'\'(-inf-15.7]\'',R,GT3,T,'\'(1.6-2]\'','\'(2.8-3.2]\'',at_home,services,course,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',yes,no,yes,yes,yes,yes,no,no,'\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(-inf-7.5]\'','\'(9.4-11]\'','\'(7.6-9.5]\'',8
GP,M,'\'(16.4-17.1]\'',R,LE3,T,'\'(0.8-1.2]\'','\'(1.6-2]\'',other,other,reputation,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,no,yes,yes,no,no,'\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(7.5-15]\'','\'(15.8-17.4]\'','\'(11.4-13.3]\'',13
GP,F,'\'(17.8-18.5]\'',R,GT3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',at_home,other,course,mother,'\'(2.8-3.1]\'','\'(-inf-1.3]\'','\'(2.7-inf)\'',no,yes,no,yes,no,yes,no,no,'\'(4.6-inf)\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(-inf-7.5]\'','\'(7.8-9.4]\'','\'(7.6-9.5]\'',10
GP,M,'\'(15.7-16.4]\'',R,GT3,T,'\'(1.6-2]\'','\'(1.6-2]\'',at_home,other,course,mother,'\'(2.8-3.1]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,no,no,yes,no,no,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(2.6-3]\'','\'(-inf-7.5]\'','\'(15.8-17.4]\'','\'(13.3-15.2]\'',15
GP,M,'\'(15.7-16.4]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(2.8-3.2]\'',other,services,course,father,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(0.9-1.2]\'',no,yes,yes,no,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(9.4-11]\'','\'(11.4-13.3]\'',12
GP,M,'\'(16.4-17.1]\'',R,LE3,T,'\'(1.6-2]\'','\'(0.8-1.2]\'',at_home,other,course,mother,'\'(1.9-2.2]\'','\'(-inf-1.3]\'','\'(1.8-2.1]\'',no,no,no,yes,yes,no,yes,yes,'\'(2.6-3]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-7.5]\'','\'(6.2-7.8]\'','\'(5.7-7.6]\'',0
GP,M,'\'(-inf-15.7]\'',R,GT3,T,'\'(2.8-3.2]\'','\'(1.6-2]\'',other,other,course,mother,'\'(1.9-2.2]\'','\'(1.9-2.2]\'','\'(1.8-2.1]\'',yes,yes,no,no,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(2.6-3]\'','\'(-inf-7.5]\'','\'(4.6-6.2]\'','\'(7.6-9.5]\'',7
