school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,'\'(17.8-18.5]\'',R,LE3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',at_home,other,reputation,mother,'\'(1.9-2.2]\'','\'(3.7-inf)\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,no,no,'\'(4.6-inf)\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(-inf-3.2]\'','\'(15.2-17.1]\'','\'(15.2-17.1]\'',18
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',other,other,home,mother,'\'(1.9-2.2]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',yes,no,no,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(-inf-3.2]\'','\'(11.4-13.3]\'','\'(11.4-13.3]\'',13
GP,F,'\'(16.4-17.1]\'',U,GT3,T,'\'(1.6-2]\'','\'(1.6-2]\'',other,other,course,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,no,no,yes,yes,no,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(9.6-12.8]\'','\'(11.4-13.3]\'','\'(11.4-13.3]\'',14
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(1.6-2]\'','\'(0.8-1.2]\'',other,other,reputation,mother,'\'(1.9-2.2]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(9.6-12.8]\'','\'(11.4-13.3]\'','\'(11.4-13.3]\'',14
GP,M,'\'(16.4-17.1]\'',U,GT3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',other,other,reputation,father,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,no,no,no,no,yes,yes,no,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(3.8-4.2]\'','\'(-inf-3.2]\'','\'(11.4-13.3]\'','\'(11.4-13.3]\'',12
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(1.6-2]\'','\'(1.6-2]\'',at_home,at_home,other,mother,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-3.2]\'','\'(17.1-inf)\'','\'(17.1-inf)\'',18
GP,F,'\'(16.4-17.1]\'',U,GT3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',services,teacher,reputation,mother,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(-inf-3.2]\'','\'(11.4-13.3]\'','\'(11.4-13.3]\'',14
GP,M,'\'(17.8-18.5]\'',U,GT3,T,'\'(1.6-2]\'','\'(0.8-1.2]\'',services,services,reputation,mother,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(13.3-15.2]\'',15
GP,M,'\'(17.8-18.5]\'',U,LE3,A,'\'(3.6-inf)\'','\'(3.6-inf)\'',teacher,teacher,reputation,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(-inf-3.2]\'','\'(15.2-17.1]\'','\'(15.2-17.1]\'',17
GP,M,'\'(17.8-18.5]\'',U,GT3,T,'\'(3.6-inf)\'','\'(1.6-2]\'',teacher,other,home,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(15.2-17.1]\'',16
GP,F,'\'(16.4-17.1]\'',U,GT3,T,'\'(3.6-inf)\'','\'(2.8-3.2]\'',health,services,reputation,mother,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(2.6-3]\'','\'(-inf-3.2]\'','\'(15.2-17.1]\'','\'(17.1-inf)\'',18
GP,F,'\'(16.4-17.1]\'',R,LE3,T,'\'(2.8-3.2]\'','\'(0.8-1.2]\'',services,other,reputation,mother,'\'(1.9-2.2]\'','\'(3.7-inf)\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,no,no,'\'(2.6-3]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(-inf-3.2]\'','\'(17.1-inf)\'','\'(17.1-inf)\'',19
GP,M,'\'(17.8-18.5]\'',R,LE3,T,'\'(2.8-3.2]\'','\'(1.6-2]\'',services,other,reputation,mother,'\'(1.9-2.2]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(13.3-15.2]\'',15
GP,M,'\'(16.4-17.1]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(2.8-3.2]\'',health,other,home,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(13.3-15.2]\'',15
GP,F,'\'(18.5-19.2]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',health,other,reputation,other,'\'(1.9-2.2]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,no,'\'(1.8-2.2]\'','\'(2.6-3]\'','\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(11.4-13.3]\'',13
GP,F,'\'(17.8-18.5]\'',U,LE3,T,'\'(3.6-inf)\'','\'(2.8-3.2]\'',other,other,home,other,'\'(1.9-2.2]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-3.2]\'','\'(11.4-13.3]\'','\'(13.3-15.2]\'',14
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(3.6-inf)\'','\'(2.8-3.2]\'',other,other,reputation,father,'\'(-inf-1.3]\'','\'(3.7-inf)\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(-inf-3.2]\'','\'(15.2-17.1]\'','\'(15.2-17.1]\'',17
GP,M,'\'(17.8-18.5]\'',U,LE3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',teacher,teacher,home,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,yes,'\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-3.2]\'','\'(17.1-inf)\'','\'(17.1-inf)\'',17
GP,F,'\'(17.8-18.5]\'',U,LE3,A,'\'(3.6-inf)\'','\'(3.6-inf)\'',health,other,home,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,yes,no,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(13.3-15.2]\'',15
GP,M,'\'(16.4-17.1]\'',U,LE3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',other,teacher,home,father,'\'(1.9-2.2]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(11.4-13.3]\'','\'(11.4-13.3]\'',13
GP,F,'\'(16.4-17.1]\'',R,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',services,services,reputation,mother,'\'(1.9-2.2]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(2.6-3]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(5.7-7.6]\'','\'(5.7-7.6]\'',8
GP,F,'\'(16.4-17.1]\'',U,GT3,T,'\'(3.6-inf)\'','\'(1.6-2]\'',other,other,reputation,mother,'\'(1.9-2.2]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(-inf-3.2]\'','\'(15.2-17.1]\'','\'(15.2-17.1]\'',16
GP,F,'\'(16.4-17.1]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(1.6-2]\'',health,health,reputation,father,'\'(-inf-1.3]\'','\'(3.7-inf)\'','\'(-inf-0.3]\'',no,yes,no,yes,no,yes,yes,no,'\'(4.6-inf)\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(17.1-inf)\'','\'(17.1-inf)\'',18
GP,M,'\'(18.5-19.2]\'',R,LE3,T,'\'(1.6-2]\'','\'(0.8-1.2]\'',at_home,services,course,mother,'\'(1.9-2.2]\'','\'(2.8-3.1]\'','\'(0.9-1.2]\'',no,no,no,yes,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(7.6-9.5]\'','\'(9.5-11.4]\'',11
GP,M,'\'(19.9-20.6]\'',U,GT3,A,'\'(2.8-3.2]\'','\'(1.6-2]\'',services,other,course,other,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(1.8-2.1]\'',no,no,no,yes,yes,yes,no,no,'\'(4.6-inf)\'','\'(4.6-inf)\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(13.3-15.2]\'',15
GP,M,'\'(18.5-19.2]\'',R,GT3,T,'\'(2.8-3.2]\'','\'(2.8-3.2]\'',other,services,reputation,father,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,no,yes,'\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(9.5-11.4]\'','\'(9.5-11.4]\'',11
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(0.8-1.2]\'','\'(3.6-inf)\'',other,teacher,home,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',yes,yes,no,no,no,yes,no,yes,'\'(2.6-3]\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(9.5-11.4]\'','\'(9.5-11.4]\'',11
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(1.6-2]\'','\'(0.8-1.2]\'',services,other,course,mother,'\'(1.9-2.2]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-3.2]\'','\'(11.4-13.3]\'','\'(11.4-13.3]\'',15
GP,F,'\'(16.4-17.1]\'',U,GT3,T,'\'(1.6-2]\'','\'(2.8-3.2]\'',other,other,course,father,'\'(1.9-2.2]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(-inf-3.2]\'','\'(9.5-11.4]\'','\'(11.4-13.3]\'',14
GP,F,'\'(16.4-17.1]\'',R,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',teacher,teacher,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(15.2-17.1]\'',17
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(3.6-inf)\'','\'(2.8-3.2]\'',other,other,course,mother,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(13.3-15.2]\'',17
GP,F,'\'(17.8-18.5]\'',U,LE3,T,'\'(3.6-inf)\'','\'(2.8-3.2]\'',health,services,course,mother,'\'(1.9-2.2]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,no,'\'(2.6-3]\'','\'(1.8-2.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(6.4-9.6]\'','\'(11.4-13.3]\'','\'(11.4-13.3]\'',15
GP,F,'\'(16.4-17.1]\'',R,GT3,T,'\'(2.8-3.2]\'','\'(3.6-inf)\'',at_home,services,course,father,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,yes,no,yes,yes,no,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(13.3-15.2]\'',17
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(2.8-3.2]\'',at_home,other,course,father,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(6.4-9.6]\'','\'(9.5-11.4]\'','\'(11.4-13.3]\'',14
GP,M,'\'(18.5-19.2]\'',U,GT3,T,'\'(3.6-inf)\'','\'(1.6-2]\'',health,other,course,mother,'\'(1.9-2.2]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,yes,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(6.4-9.6]\'','\'(9.5-11.4]\'','\'(9.5-11.4]\'',10
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',teacher,other,course,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(11.4-13.3]\'','\'(9.5-11.4]\'',13
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(3.6-inf)\'',other,other,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,yes,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(3.2-6.4]\'','\'(9.5-11.4]\'','\'(11.4-13.3]\'',14
GP,F,'\'(16.4-17.1]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',health,health,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(2.6-3]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(13.3-15.2]\'',17
GP,F,'\'(16.4-17.1]\'',U,GT3,A,'\'(3.6-inf)\'','\'(2.8-3.2]\'',services,services,course,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,yes,'\'(4.6-inf)\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(12.8-16]\'','\'(13.3-15.2]\'','\'(13.3-15.2]\'',17
GP,F,'\'(16.4-17.1]\'',U,LE3,A,'\'(2.8-3.2]\'','\'(2.8-3.2]\'',services,other,home,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',yes,yes,no,no,yes,yes,yes,no,'\'(4.6-inf)\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(11.4-13.3]\'','\'(11.4-13.3]\'',13
GP,F,'\'(16.4-17.1]\'',U,LE3,T,'\'(1.6-2]\'','\'(0.8-1.2]\'',other,other,home,father,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-3.2]\'','\'(9.5-11.4]\'','\'(11.4-13.3]\'',14
GP,M,'\'(17.8-18.5]\'',U,LE3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',other,other,reputation,father,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(4.6-inf)\'','\'(2.6-3]\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(7.6-9.5]\'','\'(7.6-9.5]\'',11
GP,F,'\'(18.5-19.2]\'',U,GT3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',other,other,course,other,'\'(2.8-3.1]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,no,no,yes,'\'(-inf-1.4]\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(9.6-12.8]\'','\'(9.5-11.4]\'','\'(9.5-11.4]\'',11
GP,F,'\'(18.5-19.2]\'',U,LE3,A,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',other,other,course,other,'\'(2.8-3.1]\'','\'(1.9-2.2]\'','\'(1.8-2.1]\'',no,yes,no,no,no,yes,yes,yes,'\'(4.6-inf)\'','\'(2.6-3]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(3.8-4.2]\'','\'(-inf-3.2]\'','\'(7.6-9.5]\'','\'(7.6-9.5]\'',9
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(1.6-2]\'','\'(1.6-2]\'',other,other,course,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,yes,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(1.8-2.2]\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(9.5-11.4]\'','\'(9.5-11.4]\'',10
GP,F,'\'(16.4-17.1]\'',U,GT3,T,'\'(1.6-2]\'','\'(1.6-2]\'',other,other,course,mother,'\'(-inf-1.3]\'','\'(1.9-2.2]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,no,yes,'\'(3.8-4.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-1.4]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(3.2-6.4]\'','\'(13.3-15.2]\'','\'(11.4-13.3]\'',13
GP,F,'\'(16.4-17.1]\'',R,LE3,T,'\'(1.6-2]\'','\'(1.6-2]\'',services,services,course,mother,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,no,'\'(2.6-3]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(2.6-3]\'','\'(-inf-3.2]\'','\'(9.5-11.4]\'','\'(9.5-11.4]\'',10
GP,F,'\'(16.4-17.1]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(0.8-1.2]\'',services,services,course,father,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,no,no,yes,yes,no,'\'(2.6-3]\'','\'(3.8-4.2]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(15.2-17.1]\'','\'(17.1-inf)\'',17
GP,F,'\'(16.4-17.1]\'',U,LE3,T,'\'(-inf-0.4]\'','\'(1.6-2]\'',at_home,at_home,home,father,'\'(1.9-2.2]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,no,no,no,yes,yes,yes,no,'\'(2.6-3]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(13.3-15.2]\'',15
GP,F,'\'(17.8-18.5]\'',U,GT3,T,'\'(0.8-1.2]\'','\'(0.8-1.2]\'',other,other,home,mother,'\'(1.9-2.2]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(-inf-1.4]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(-inf-3.2]\'','\'(13.3-15.2]\'','\'(13.3-15.2]\'',14
GP,M,'\'(17.8-18.5]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',other,other,course,mother,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,no,no,yes,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(2.6-3]\'','\'(1.8-2.2]\'','\'(1.8-2.2]\'','\'(2.6-3]\'','\'(-inf-3.2]\'','\'(11.4-13.3]\'','\'(13.3-15.2]\'',13
GP,M,'\'(16.4-17.1]\'',U,GT3,T,'\'(2.8-3.2]\'','\'(2.8-3.2]\'',other,services,reputation,mother,'\'(-inf-1.3]\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,no,no,yes,no,yes,yes,no,'\'(3.8-4.2]\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(2.6-3]\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(-inf-3.2]\'','\'(15.2-17.1]\'','\'(17.1-inf)\'',17
GP,M,'\'(16.4-17.1]\'',R,GT3,T,'\'(1.6-2]\'','\'(1.6-2]\'',services,other,course,mother,'\'(3.7-inf)\'','\'(-inf-1.3]\'','\'(-inf-0.3]\'',no,yes,no,no,yes,yes,yes,no,'\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(-inf-3.2]\'','\'(9.5-11.4]\'','\'(9.5-11.4]\'',10
GP,F,'\'(16.4-17.1]\'',U,GT3,T,'\'(3.6-inf)\'','\'(3.6-inf)\'',teacher,services,course,mother,'\'(-inf-1.3]\'','\'(2.8-3.1]\'','\'(-inf-0.3]\'',no,yes,no,yes,yes,yes,yes,no,'\'(4.6-inf)\'','\'(3.8-4.2]\'','\'(3.8-4.2]\'','\'(-inf-1.4]\'','\'(2.6-3]\'','\'(3.8-4.2]\'','\'(-inf-3.2]\'','\'(11.4-13.3]\'','\'(11.4-13.3]\'',13
