'X1 transaction date','X2 house age','X3 distance to the nearest MRT station','X4 number of convenience stores','X5 latitude','X6 longitude','Y house price of unit area'
'\'(2013.4914-inf)\'','\'(26.28-30.66]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',38.1
'\'(2013.125-2013.2166]\'','\'(17.52-21.9]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',21.8
'\'(-inf-2012.7586]\'','\'(8.76-13.14]\'','\'(669.846656-1316.310472]\'','\'(3-4]\'','\'(24.989834-24.998086]\'','\'(121.529174-121.538448]\'',34.1
'\'(2012.7586-2012.8502]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(3-4]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',28.5
'\'(2013.3082-2013.3998]\'','\'(13.14-17.52]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(24.940322-24.948574]\'','\'(121.501352-121.510626]\'',16.7
'\'(2013.125-2013.2166]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(9-inf)\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',46.1
'\'(2013.0334-2013.125]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(3-4]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',36.9
'\'(-inf-2012.7586]\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'',35.7
'\'(2013.4914-inf)\'','\'(13.14-17.52]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',23.2
'\'(2013.4914-inf)\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'',38.4
'\'(2013.3998-2013.4914]\'','\'(17.52-21.9]\'','\'(1316.310472-1962.774288]\'','\'(2-3]\'','\'(24.965078-24.97333]\'','\'(121.510626-121.5199]\'',29.4
'\'(2013.0334-2013.125]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',55
'\'(2013.4914-inf)\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',50.2
'\'(2012.7586-2012.8502]\'','\'(8.76-13.14]\'','\'(2609.238104-3255.70192]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.556996-inf)\'',24.7
'\'(2013.3998-2013.4914]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',53
'\'(2013.2166-2013.3082]\'','\'(26.28-30.66]\'','\'(669.846656-1316.310472]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.529174-121.538448]\'',19.1
'\'(2013.4914-inf)\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.948574-24.956826]\'','\'(121.547722-121.556996]\'',24.7
'\'(2013.125-2013.2166]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(3-4]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',42.2
'\'(2013.4914-inf)\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',78
'\'(2013.3082-2013.3998]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',42.8
'\'(2013.2166-2013.3082]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',41.6
'\'(2013.0334-2013.125]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.981582-24.989834]\'','\'(121.510626-121.5199]\'',27.3
'\'(2013.2166-2013.3082]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',42
'\'(-inf-2012.7586]\'','\'(13.14-17.52]\'','\'(669.846656-1316.310472]\'','\'(1-2]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',37.5
'\'(2013.3082-2013.3998]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(9-inf)\'','\'(24.981582-24.989834]\'','\'(121.529174-121.538448]\'',49.8
'\'(2013.2166-2013.3082]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.948574-24.956826]\'','\'(121.538448-121.547722]\'',26.9
'\'(-inf-2012.7586]\'','\'(13.14-17.52]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(-inf-24.940322]\'','\'(121.501352-121.510626]\'',18.6
'\'(2012.8502-2012.9418]\'','\'(13.14-17.52]\'','\'(669.846656-1316.310472]\'','\'(3-4]\'','\'(24.981582-24.989834]\'','\'(121.529174-121.538448]\'',37.7
'\'(2012.9418-2013.0334]\'','\'(8.76-13.14]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',33.1
'\'(2013.3998-2013.4914]\'','\'(26.28-30.66]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',42.5
'\'(-inf-2012.7586]\'','\'(8.76-13.14]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',31.3
'\'(2013.0334-2013.125]\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',38.1
'\'(2013.4914-inf)\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.956826-24.965078]\'','\'(121.529174-121.538448]\'',62.1
'\'(2013.3998-2013.4914]\'','\'(-inf-4.38]\'','\'(669.846656-1316.310472]\'','\'(2-3]\'','\'(24.97333-24.981582]\'','\'(121.547722-121.556996]\'',36.7
'\'(2012.7586-2012.8502]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(2-3]\'','\'(24.965078-24.97333]\'','\'(121.510626-121.5199]\'',23.6
'\'(2012.9418-2013.0334]\'','\'(13.14-17.52]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(-inf-24.940322]\'','\'(121.501352-121.510626]\'',19.2
'\'(2013.0334-2013.125]\'','\'(30.66-35.04]\'','\'(669.846656-1316.310472]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.529174-121.538448]\'',12.8
'\'(2013.3082-2013.3998]\'','\'(21.9-26.28]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(24.940322-24.948574]\'','\'(121.492078-121.501352]\'',15.6
'\'(2013.125-2013.2166]\'','\'(39.42-inf)\'','\'(-inf-669.846656]\'','\'(1-2]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',39.6
'\'(-inf-2012.7586]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',38.4
'\'(2012.8502-2012.9418]\'','\'(26.28-30.66]\'','\'(669.846656-1316.310472]\'','\'(4-5]\'','\'(24.989834-24.998086]\'','\'(121.529174-121.538448]\'',22.8
'\'(2013.4914-inf)\'','\'(26.28-30.66]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.956826-24.965078]\'','\'(121.538448-121.547722]\'',36.5
'\'(2012.7586-2012.8502]\'','\'(4.38-8.76]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.981582-24.989834]\'','\'(121.510626-121.5199]\'',35.6
'\'(2012.7586-2012.8502]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',30.9
'\'(2012.8502-2012.9418]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',36.3
'\'(2013.3082-2013.3998]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',50.4
'\'(2013.3082-2013.3998]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'',42.9
'\'(2012.9418-2013.0334]\'','\'(8.76-13.14]\'','\'(669.846656-1316.310472]\'','\'(1-2]\'','\'(24.97333-24.981582]\'','\'(121.547722-121.556996]\'',37
'\'(-inf-2012.7586]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',53.5
'\'(2012.9418-2013.0334]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.981582-24.989834]\'','\'(121.529174-121.538448]\'',46.6
'\'(2013.4914-inf)\'','\'(30.66-35.04]\'','\'(2609.238104-3255.70192]\'','\'(-inf-1]\'','\'(24.989834-24.998086]\'','\'(121.510626-121.5199]\'',41.2
'\'(-inf-2012.7586]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'',37.9
'\'(2013.3998-2013.4914]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',30.8
'\'(2013.4914-inf)\'','\'(13.14-17.52]\'','\'(5841.557184-inf)\'','\'(-inf-1]\'','\'(24.956826-24.965078]\'','\'(-inf-121.482804]\'',11.2
'\'(2012.7586-2012.8502]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',53.7
'\'(-inf-2012.7586]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',47
'\'(2012.9418-2013.0334]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'',42.3
'\'(2012.7586-2012.8502]\'','\'(-inf-4.38]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',28.6
'\'(2012.7586-2012.8502]\'','\'(17.52-21.9]\'','\'(2609.238104-3255.70192]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.501352-121.510626]\'',25.7
'\'(2013.4914-inf)\'','\'(-inf-4.38]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',31.3
'\'(2013.3998-2013.4914]\'','\'(8.76-13.14]\'','\'(1316.310472-1962.774288]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.547722-121.556996]\'',30.1
'\'(2013.2166-2013.3082]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',60.7
'\'(2012.7586-2012.8502]\'','\'(8.76-13.14]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',45.3
'\'(2013.3998-2013.4914]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',44.9
'\'(2013.125-2013.2166]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',45.1
'\'(2013.4914-inf)\'','\'(4.38-8.76]\'','\'(1962.774288-2609.238104]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.556996-inf)\'',24.7
'\'(-inf-2012.7586]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(9-inf)\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',47.1
'\'(2013.0334-2013.125]\'','\'(39.42-inf)\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',63.3
'\'(2013.3998-2013.4914]\'','\'(13.14-17.52]\'','\'(669.846656-1316.310472]\'','\'(3-4]\'','\'(24.981582-24.989834]\'','\'(121.529174-121.538448]\'',40
'\'(2013.4914-inf)\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(9-inf)\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',48
'\'(2013.3998-2013.4914]\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',33.1
'\'(2012.8502-2012.9418]\'','\'(13.14-17.52]\'','\'(1962.774288-2609.238104]\'','\'(3-4]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',29.5
'\'(-inf-2012.7586]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.547722-121.556996]\'',24.8
'\'(2012.7586-2012.8502]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',20.9
'\'(2013.3998-2013.4914]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',43.1
'\'(-inf-2012.7586]\'','\'(17.52-21.9]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',22.8
'\'(-inf-2012.7586]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',42.1
'\'(2013.4914-inf)\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.948574-24.956826]\'','\'(121.538448-121.547722]\'',51.7
'\'(2012.9418-2013.0334]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',41.5
'\'(2013.0334-2013.125]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',52.2
'\'(2013.2166-2013.3082]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',49.5
'\'(2013.2166-2013.3082]\'','\'(17.52-21.9]\'','\'(669.846656-1316.310472]\'','\'(-inf-1]\'','\'(24.956826-24.965078]\'','\'(121.547722-121.556996]\'',23.8
'\'(2013.3998-2013.4914]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',30.5
'\'(2013.3082-2013.3998]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.956826-24.965078]\'','\'(121.529174-121.538448]\'',56.8
'\'(2013.3082-2013.3998]\'','\'(35.04-39.42]\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',37.4
'\'(2013.3082-2013.3998]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',69.7
'\'(2013.3082-2013.3998]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',53.3
'\'(2013.3998-2013.4914]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',47.3
'\'(2012.9418-2013.0334]\'','\'(13.14-17.52]\'','\'(3255.70192-3902.165736]\'','\'(-inf-1]\'','\'(-inf-24.940322]\'','\'(121.510626-121.5199]\'',29.3
'\'(-inf-2012.7586]\'','\'(26.28-30.66]\'','\'(-inf-669.846656]\'','\'(3-4]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',40.3
'\'(-inf-2012.7586]\'','\'(13.14-17.52]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(24.940322-24.948574]\'','\'(121.501352-121.510626]\'',12.9
'\'(2012.9418-2013.0334]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(9-inf)\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',46.6
'\'(2012.7586-2012.8502]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.529174-121.538448]\'',55.3
'\'(2013.2166-2013.3082]\'','\'(13.14-17.52]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',25.6
'\'(2013.4914-inf)\'','\'(8.76-13.14]\'','\'(1962.774288-2609.238104]\'','\'(3-4]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',27.3
'\'(2013.2166-2013.3082]\'','\'(39.42-inf)\'','\'(-inf-669.846656]\'','\'(7-8]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',67.7
'\'(2013.4914-inf)\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',38.6
'\'(2013.4914-inf)\'','\'(4.38-8.76]\'','\'(1316.310472-1962.774288]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.547722-121.556996]\'',31.3
'\'(2013.0334-2013.125]\'','\'(39.42-inf)\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',35.3
'\'(2012.9418-2013.0334]\'','\'(13.14-17.52]\'','\'(669.846656-1316.310472]\'','\'(3-4]\'','\'(24.981582-24.989834]\'','\'(121.529174-121.538448]\'',40.3
'\'(2013.4914-inf)\'','\'(30.66-35.04]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.492078-121.501352]\'',24.7
'\'(2012.8502-2012.9418]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(3-4]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',42.5
'\'(-inf-2012.7586]\'','\'(35.04-39.42]\'','\'(669.846656-1316.310472]\'','\'(-inf-1]\'','\'(24.965078-24.97333]\'','\'(121.547722-121.556996]\'',31.9
'\'(2013.3998-2013.4914]\'','\'(8.76-13.14]\'','\'(669.846656-1316.310472]\'','\'(3-4]\'','\'(24.989834-24.998086]\'','\'(121.529174-121.538448]\'',32.2
'\'(2013.3998-2013.4914]\'','\'(13.14-17.52]\'','\'(1316.310472-1962.774288]\'','\'(1-2]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',23
'\'(2012.8502-2012.9418]\'','\'(8.76-13.14]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',37.3
'\'(2013.2166-2013.3082]\'','\'(26.28-30.66]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',35.5
'\'(2013.0334-2013.125]\'','\'(4.38-8.76]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',27.7
'\'(2012.7586-2012.8502]\'','\'(8.76-13.14]\'','\'(-inf-669.846656]\'','\'(-inf-1]\'','\'(24.97333-24.981582]\'','\'(121.529174-121.538448]\'',28.5
'\'(-inf-2012.7586]\'','\'(30.66-35.04]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',39.7
'\'(2013.3082-2013.3998]\'','\'(13.14-17.52]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.981582-24.989834]\'','\'(121.538448-121.547722]\'',41.2
'\'(-inf-2012.7586]\'','\'(21.9-26.28]\'','\'(-inf-669.846656]\'','\'(5-6]\'','\'(24.948574-24.956826]\'','\'(121.529174-121.538448]\'',37.2
'\'(2013.125-2013.2166]\'','\'(-inf-4.38]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',40.5
'\'(2012.9418-2013.0334]\'','\'(4.38-8.76]\'','\'(1962.774288-2609.238104]\'','\'(-inf-1]\'','\'(24.948574-24.956826]\'','\'(121.556996-inf)\'',22.3
'\'(2013.3998-2013.4914]\'','\'(17.52-21.9]\'','\'(1962.774288-2609.238104]\'','\'(2-3]\'','\'(24.956826-24.965078]\'','\'(121.510626-121.5199]\'',28.1
'\'(2012.9418-2013.0334]\'','\'(13.14-17.52]\'','\'(3902.165736-4548.629552]\'','\'(-inf-1]\'','\'(24.940322-24.948574]\'','\'(121.501352-121.510626]\'',15.4
'\'(-inf-2012.7586]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',50
'\'(2013.2166-2013.3082]\'','\'(17.52-21.9]\'','\'(-inf-669.846656]\'','\'(6-7]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',40.6
'\'(2012.9418-2013.0334]\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(4-5]\'','\'(24.965078-24.97333]\'','\'(121.538448-121.547722]\'',52.5
'\'(2013.4914-inf)\'','\'(4.38-8.76]\'','\'(-inf-669.846656]\'','\'(8-9]\'','\'(24.97333-24.981582]\'','\'(121.538448-121.547722]\'',63.9
