X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',mar,sun,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(8.42-11.53]\'','\'(57.5-66]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',8.24
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',mar,fri,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(93.17-178.44]\'','\'(11.22-16.83]\'','\'(11.53-14.64]\'','\'(32-40.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',8.31
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',aug,thu,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(519.52-604.79]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',8.68
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',aug,tue,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(604.79-690.06]\'','\'(16.83-22.44]\'','\'(23.97-27.08]\'','\'(-inf-23.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',8.71
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',sep,wed,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',9.41
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',aug,tue,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(604.79-690.06]\'','\'(16.83-22.44]\'','\'(23.97-27.08]\'','\'(-inf-23.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',10.01
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',aug,fri,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(519.52-604.79]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',10.02
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',apr,thu,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(5.31-8.42]\'','\'(49-57.5]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',10.93
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',sep,thu,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(-inf-23.5]\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',11.06
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',sep,tue,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(57.5-66]\'','\'(5.8-6.7]\'','\'(-inf-0.64]\'',11.24
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',sep,mon,'\'(57.45-65.2]\'','\'(59.14-88.16]\'','\'(604.79-690.06]\'','\'(-inf-5.61]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',11.32
'\'(-inf-1.8]\'','\'(4.8-5.5]\'',sep,tue,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',11.53
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',mar,sun,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(49-57.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',12.1
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',feb,sun,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(8.42-11.53]\'','\'(66-74.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',13.05
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',oct,wed,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(604.79-690.06]\'','\'(-inf-5.61]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',13.7
'\'(4.2-5]\'','\'(5.5-6.2]\'',mar,sat,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(93.17-178.44]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(57.5-66]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',13.99
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',sep,thu,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',14.57
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',aug,sat,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(519.52-604.79]\'','\'(16.83-22.44]\'','\'(20.86-23.97]\'','\'(23.5-32]\'','\'(6.7-7.6]\'','\'(-inf-0.64]\'',15.45
'\'(6.6-7.4]\'','\'(4.8-5.5]\'',sep,tue,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',17.2
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,fri,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(5.8-6.7]\'','\'(-inf-0.64]\'',19.23
'\'(7.4-8.2]\'','\'(2.7-3.4]\'',sep,thu,'\'(88.45-inf)\'','\'(59.14-88.16]\'','\'(604.79-690.06]\'','\'(16.83-22.44]\'','\'(20.86-23.97]\'','\'(23.5-32]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',23.41
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',oct,sat,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',24.23
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',aug,sat,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(519.52-604.79]\'','\'(16.83-22.44]\'','\'(-inf-5.31]\'','\'(91.5-inf)\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',26
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(59.14-88.16]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',26.13
'\'(6.6-7.4]\'','\'(2.7-3.4]\'',mar,mon,'\'(80.7-88.45]\'','\'(30.12-59.14]\'','\'(93.17-178.44]\'','\'(-inf-5.61]\'','\'(8.42-11.53]\'','\'(40.5-49]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',27.35
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',mar,sat,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(23.5-32]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',28.66
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',mar,sat,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(23.5-32]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',28.66
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',sep,sun,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(57.5-66]\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',29.48
'\'(-inf-1.8]\'','\'(2.7-3.4]\'',sep,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(66-74.5]\'','\'(5.8-6.7]\'','\'(-inf-0.64]\'',30.32
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',sep,wed,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(-inf-23.5]\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',31.72
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',mar,mon,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',31.86
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,sun,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(57.5-66]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',32.07
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',35.88
'\'(3.4-4.2]\'','\'(2.7-3.4]\'',mar,mon,'\'(80.7-88.45]\'','\'(30.12-59.14]\'','\'(93.17-178.44]\'','\'(-inf-5.61]\'','\'(8.42-11.53]\'','\'(40.5-49]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',36.85
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',jul,fri,'\'(80.7-88.45]\'','\'(146.2-175.22]\'','\'(263.71-348.98]\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(74.5-83]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',37.02
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,wed,'\'(88.45-inf)\'','\'(59.14-88.16]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',37.71
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',sep,sun,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',48.55
'\'(6.6-7.4]\'','\'(4.8-5.5]\'',oct,mon,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',49.37
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,sat,'\'(88.45-inf)\'','\'(59.14-88.16]\'','\'(434.25-519.52]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',58.3
'\'(3.4-4.2]\'','\'(5.5-6.2]\'',sep,sun,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(27.08-30.19]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',64.1
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,sat,'\'(88.45-inf)\'','\'(59.14-88.16]\'','\'(434.25-519.52]\'','\'(11.22-16.83]\'','\'(14.64-17.75]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',71.3
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',sep,wed,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(-inf-23.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',88.49
'\'(-inf-1.8]\'','\'(4.8-5.5]\'',sep,sun,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(27.08-30.19]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',95.18
'\'(5.8-6.6]\'','\'(3.4-4.1]\'',sep,tue,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',103.39
'\'(8.2-inf)\'','\'(3.4-4.1]\'',sep,tue,'\'(80.7-88.45]\'','\'(59.14-88.16]\'','\'(604.79-690.06]\'','\'(-inf-5.61]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',105.66
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',sep,sat,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',154.88
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,sun,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(519.52-604.79]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',196.48
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',sep,sat,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',200.94
'\'(-inf-1.8]\'','\'(-inf-2.7]\'',sep,tue,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',212.88
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,sat,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',1090.84
'\'(6.6-7.4]\'','\'(4.8-5.5]\'',apr,sun,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(11.53-14.64]\'','\'(74.5-83]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',apr,wed,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',apr,fri,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(14.64-17.75]\'','\'(-inf-23.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',aug,sun,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(519.52-604.79]\'','\'(11.22-16.83]\'','\'(14.64-17.75]\'','\'(57.5-66]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',10.13
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',aug,sun,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(66-74.5]\'','\'(6.7-7.6]\'','\'(0.64-1.28]\'',0
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',aug,sun,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(49-57.5]\'','\'(6.7-7.6]\'','\'(-inf-0.64]\'',2.87
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',aug,sun,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(5.8-6.7]\'','\'(-inf-0.64]\'',0.76
'\'(4.2-5]\'','\'(3.4-4.1]\'',aug,sun,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',0.09
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',aug,wed,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(434.25-519.52]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(66-74.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0.75
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,wed,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(27.08-30.19]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',aug,wed,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',2.47
'\'(7.4-8.2]\'','\'(4.8-5.5]\'',aug,wed,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0.68
'\'(7.4-8.2]\'','\'(4.8-5.5]\'',aug,wed,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0.24
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',aug,wed,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0.21
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',aug,thu,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(519.52-604.79]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',1.52
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',aug,thu,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',10.34
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',aug,thu,'\'(80.7-88.45]\'','\'(59.14-88.16]\'','\'(690.06-775.33]\'','\'(-inf-5.61]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,sat,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(519.52-604.79]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',8.02
'\'(3.4-4.2]\'','\'(2.7-3.4]\'',aug,sat,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(519.52-604.79]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0.68
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',aug,sat,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(57.5-66]\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',aug,sat,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',1.38
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',aug,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(519.52-604.79]\'','\'(11.22-16.83]\'','\'(27.08-30.19]\'','\'(23.5-32]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',8.85
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',aug,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(519.52-604.79]\'','\'(5.61-11.22]\'','\'(8.42-11.53]\'','\'(83-91.5]\'','\'(6.7-7.6]\'','\'(-inf-0.64]\'',3.3
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',aug,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(519.52-604.79]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',4.25
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',aug,fri,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',1.56
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',aug,fri,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(49-57.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',6.54
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',aug,tue,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(519.52-604.79]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(49-57.5]\'','\'(6.7-7.6]\'','\'(-inf-0.64]\'',0.79
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',aug,tue,'\'(88.45-inf)\'','\'(117.18-146.2]\'','\'(604.79-690.06]\'','\'(22.44-28.05]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0.17
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',aug,tue,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',aug,tue,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',aug,tue,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',4.4
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',aug,tue,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(49-57.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0.52
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,tue,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(57.5-66]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',9.27
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',aug,tue,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',3.09
'\'(3.4-4.2]\'','\'(5.5-6.2]\'',dec,sun,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(348.98-434.25]\'','\'(5.61-11.22]\'','\'(-inf-5.31]\'','\'(49-57.5]\'','\'(7.6-8.5]\'','\'(-inf-0.64]\'',8.98
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',dec,wed,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(348.98-434.25]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(57.5-66]\'','\'(7.6-8.5]\'','\'(-inf-0.64]\'',11.19
'\'(3.4-4.2]\'','\'(5.5-6.2]\'',dec,thu,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(348.98-434.25]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(57.5-66]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',5.38
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',dec,mon,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(348.98-434.25]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(-inf-23.5]\'','\'(7.6-8.5]\'','\'(-inf-0.64]\'',17.85
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',dec,mon,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(348.98-434.25]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(-inf-23.5]\'','\'(7.6-8.5]\'','\'(-inf-0.64]\'',10.73
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',dec,mon,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(348.98-434.25]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(-inf-23.5]\'','\'(7.6-8.5]\'','\'(-inf-0.64]\'',22.03
'\'(3.4-4.2]\'','\'(3.4-4.1]\'',dec,mon,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(348.98-434.25]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(-inf-23.5]\'','\'(7.6-8.5]\'','\'(-inf-0.64]\'',9.77
'\'(3.4-4.2]\'','\'(5.5-6.2]\'',dec,fri,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(348.98-434.25]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(57.5-66]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',9.27
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',dec,tue,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(348.98-434.25]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(23.5-32]\'','\'(7.6-8.5]\'','\'(-inf-0.64]\'',24.77
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',feb,sun,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(348.98-434.25]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(49-57.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
